index,budget,popularity,revenue,runtime,vote_average,vote_count,original_title,keywords,genres,original_language,production_companies,cast,Director,Producer,Writer,Editor,soup
64,178000000,139.272042,543934787,144.0,6.4,4721,X-Men: Apocalypse,"['aftercreditsstinger', 'superhero', 'basedoncomicbook']",['sciencefiction'],en,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment', 'Bad Hat Harry Productions', 'TSG Entertainment', 'Kinberg Genre']",[],['bryansinger'],"['Simon Kinberg', 'Lauren Shuler Donner']","['Bryan Singer', 'Dan Harris', 'Simon Kinberg', 'Michael Dougherty']",['John Ottman'],aftercreditsstinger superhero basedoncomicbook  bryansinger sciencefiction
65,185000000,187.322927,1004558444,152.0,8.2,12002,The Dark Knight,"['superhero', 'basedoncomicbook', 'secretidentity']","['drama', 'thriller', 'action']",en,"['DC Comics', 'Legendary Pictures', 'Warner Bros.', 'DC Entertainment', 'Syncopy']",[],['christophernolan'],"['Christopher Nolan', 'Emma Thomas', 'Lorne Orleans', 'Charles Roven']",[],['Lee Smith'],superhero basedoncomicbook secretidentity  christophernolan drama thriller action
66,175000000,92.201962,735099082,96.0,7.7,6870,Up,"['duringcreditsstinger', 'animation', 'agedifference']","['comedy', 'adventure', 'family']",en,['Pixar Animation Studios'],[],['petedocter'],['Jonas Rivera'],[],"['Katherine Ringgold', 'Kevin Nolting']",duringcreditsstinger animation agedifference  petedocter comedy adventure family
67,175000000,36.167578,381509870,94.0,6.0,1423,Monsters vs Aliens,"['duringcreditsstinger', 'alien', 'giantrobot']","['adventure', 'sciencefiction', 'family']",en,['DreamWorks Animation'],[],"['conradvernon', 'robletterman']",[],[],[],duringcreditsstinger alien giantrobot  conradvernon robletterman adventure sciencefiction family
68,140000000,120.725053,585174222,126.0,7.4,8776,Iron Man,"['aftercreditsstinger', 'superhero', 'basedoncomicbook']","['action', 'adventure', 'sciencefiction']",en,['Marvel Studios'],[],['jonfavreau'],"['Avi Arad', 'Kevin Feige']",[],['Dan Lebental'],aftercreditsstinger superhero basedoncomicbook  jonfavreau action adventure sciencefiction
69,170000000,32.319043,185770160,126.0,7.0,2141,Hugo,"['3d', 'love', 'robot']","['drama', 'adventure', 'family']",en,"['Paramount Pictures', 'Infinitum Nihil', 'GK Films']",[],['martinscorsese'],"['Tim Headington', 'Graham King', 'Johnny Depp', 'Martin Scorsese']",['Brian Selznick'],['Thelma Schoonmaker'],3d love robot  martinscorsese drama adventure family
70,170000000,40.748915,222104681,106.0,5.1,1020,Wild Wild West,"['basedontvseries', 'steampunk', 'drag']","['comedy', 'action', 'adventure']",en,"['Todman, Simon, LeMasters Productions', 'Warner Bros.', 'Peters Entertainment', 'Sonnenfeld Josephson Worldwide Entertainment']",[],['barrysonnenfeld'],"['Jon Peters', 'Barry Sonnenfeld']",[],['Jim Miller'],basedontvseries steampunk drag  barrysonnenfeld comedy action adventure
71,145000000,60.034162,401128639,112.0,5.2,1387,The Mummy: Tomb of the Dragon Emperor,[],"['action', 'adventure', 'fantasy']",en,"['Universal Pictures', 'China Film Co-Production Corporation', 'Relativity Media', 'Alphaville Films', 'Sommers Company, The']",[],['robcohen'],"['Sean Daniel', 'Stephen Sommers']",[],[],  robcohen action adventure fantasy
72,175000000,90.23792,745000000,123.0,5.9,7458,Suicide Squad,"['superhero', 'dccomics', 'antihero']","['action', 'adventure', 'crime']",en,"['DC Comics', 'Dune Entertainment', 'Atlas Entertainment', 'Warner Bros.', 'DC Entertainment']",[],['davidayer'],"['Richard Suckle', 'Charles Roven']",['David Ayer'],['John Gilroy'],superhero dccomics antihero  davidayer action adventure crime
73,175000000,27.082182,173000000,96.0,5.3,1151,Evan Almighty,"['duringcreditsstinger', 'fathersonrelationship', 'rescue']","['comedy', 'family', 'fantasy']",en,"['Columbia Pictures', 'Universal Pictures', 'Spyglass Entertainment', 'Shady Acres Entertainment', 'Original Film', 'Playtone', 'Relativity Media']",[],['tomshadyac'],"['Gary Barber', 'Neal H. Moritz', 'Roger Birnbaum', 'Michael Bostick', 'Tom Shadyac']",[],['Scott Hill'],duringcreditsstinger fathersonrelationship rescue  tomshadyac comedy family fantasy
74,178000000,79.456485,370541256,113.0,7.6,4858,Edge of Tomorrow,"['dystopia', 'alien', 'war']","['action', 'sciencefiction']",en,"['Village Roadshow Pictures', 'Warner Bros.', 'Viz Media', 'Province of British Columbia Production Services Tax Credit', '3 Arts Entertainment', 'RatPac-Dune Entertainment']",[],['dougliman'],"['Gregory Jacobs', 'Jason Hoffs', 'Erwin Stoff', 'Tom Lassally', 'Jeffrey Silver']",[],['James Herbert'],dystopia alien war  dougliman action sciencefiction
75,175000000,44.640292,264218220,135.0,5.9,992,Waterworld,"['dystopia', 'mutant', 'ocean']","['action', 'adventure']",en,"['Universal Pictures', 'Gordon Company', 'Davis Entertainment', 'Licht/Mueller Film Corporation']",[],['kevinreynolds'],"['Kevin Costner', 'Charles Gordon', 'Lawrence Gordon', 'John Davis']",[],['Peter Boyle'],dystopia mutant ocean  kevinreynolds action adventure
76,175000000,32.852443,302469017,118.0,5.6,1962,G.I. Joe: The Rise of Cobra,"['murder', 'revenge', 'secret']","['thriller', 'action', 'adventure']",en,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']",[],['stephensommers'],"['Bob Ducsay', 'Lorenzo di Bonaventura', 'Brian Goldner']",[],[],murder revenge secret  stephensommers thriller action adventure
77,175000000,128.655964,857611174,94.0,8.0,6560,Inside Out,"['duringcreditsstinger', '3d', 'family']","['drama', 'comedy', 'family']",en,"['Walt Disney Pictures', 'Pixar Animation Studios']",[],['petedocter'],['Jonas Rivera'],[],['Kevin Nolting'],duringcreditsstinger 3d family  petedocter drama comedy family
78,175000000,94.199316,966550600,106.0,6.7,2892,The Jungle Book,"['basedonnovel', 'remake', 'orphan']","['drama', 'adventure', 'family']",en,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Fairview Entertainment', 'Moving Picture Company (MPC)']",[],['jonfavreau'],"['Jon Favreau', 'Brigham Taylor']",[],['Mark Livolsi'],basedonnovel remake orphan  jonfavreau drama adventure family
79,200000000,77.300194,623933331,124.0,6.6,6849,Iron Man 2,"['aftercreditsstinger', 'revenge', 'superhero']","['action', 'adventure', 'sciencefiction']",en,['Marvel Studios'],[],['jonfavreau'],"['Jeremy Latcham', 'Kevin Feige', 'Victoria Alonso']",[],"['Dan Lebental', 'Richard Pearson']",aftercreditsstinger revenge superhero  jonfavreau action adventure sciencefiction
80,170000000,77.178973,396600000,127.0,5.8,3118,Snow White and the Huntsman,"['magic', 'deception', 'forest']","['drama', 'adventure', 'fantasy']",en,"['Universal Pictures', 'Roth Films']",[],['rupertsanders'],"['Sam Mercer', 'Joe Roth']",[],"['Conrad Buff IV', 'Neil Smith']",magic deception forest  rupertsanders drama adventure fantasy
81,180000000,110.620647,758539785,97.0,7.0,4496,Maleficent,"['3d', 'fairytale', 'villain']","['action', 'romance', 'adventure']",en,"['Walt Disney Pictures', 'Walt Disney Studios Motion Pictures', 'Roth Films']",[],['robertstromberg'],['Don Hahn'],[],[],3d fairytale villain  robertstromberg action romance adventure
82,170000000,243.791743,710644566,130.0,7.3,4410,Dawn of the Planet of the Apes,"['dystopia', '3d', 'sequel']","['drama', 'thriller', 'action']",en,"['Ingenious Media', 'Chernin Entertainment', 'TSG Entertainment']",[],['mattreeves'],"['Rick Jaffa', 'Dylan Clark', 'Amanda Silver', 'Peter Chernin']","['Mark Bomback', 'Rick Jaffa', 'Amanda Silver']","['William Hoy', 'Stan Salfas']",dystopia 3d sequel  mattreeves drama thriller action
83,27000000,2.418535,0,109.0,4.8,34,The Lovers,[],"['action', 'romance', 'adventure']",en,"['Corsan', 'Bliss Media', 'Limelight International Media Entertainment', 'Neelmudra Entertainment', 'Aristos Films', 'Singularity Productions', 'Wildkite']",[],['rolandjoffé'],"['Paul Breuls', 'Ajey Jhankar', 'Dale G. Bradley', 'Catherine Vandeleene', 'Grant Bradley', 'Guy J. Louthan']",['Roland Joffé'],['John Scott'],  rolandjoffé action romance adventure
84,175000000,41.796339,150962475,119.0,5.9,1326,47 Ronin,"['3d', 'suicide', 'basedontruestory']","['drama', 'action', 'adventure']",en,"['Mid Atlantic Films', 'Stuber Productions', 'Universal', 'Moving Picture Company (MPC)', 'H2F Entertainment']",[],['carlrinsch'],"['Eric McLeod', 'Scott Stuber', 'Pamela Abdy']",[],[],3d suicide basedontruestory  carlrinsch drama action adventure
85,170000000,72.225265,714766572,136.0,7.6,5764,Captain America: The Winter Soldier,"['duringcreditsstinger', 'aftercreditsstinger', '3d']","['action', 'adventure', 'sciencefiction']",en,['Marvel Studios'],[],"['anthonyrusso', 'joerusso']",['Kevin Feige'],[],"['Jeffrey Ford', 'Matthew Schmidt']",duringcreditsstinger aftercreditsstinger 3d  anthonyrusso joerusso action adventure sciencefiction
86,165000000,44.041186,752600867,93.0,6.0,1959,Shrek Forever After,"['3d', 'ogre']","['comedy', 'adventure', 'family']",en,['DreamWorks Animation'],[],['mikemitchell'],[],"['William Steig', 'Josh Klausner', 'Darren Lemke ']",[],3d ogre  mikemitchell comedy adventure family
87,190000000,130.311355,209154322,130.0,6.2,2846,Tomorrowland,"['imax', 'inventor', 'apocalypse']","['adventure', 'sciencefiction', 'family']",en,"['Walt Disney Pictures', 'Babieka', 'A113']",[],['bradbird'],"['Jeffrey Chernov', 'Brad Bird', 'Damon Lindelof']",[],"['Craig Wood', 'Walter Murch']",imax inventor apocalypse  bradbird adventure sciencefiction family
88,165000000,203.73459,652105443,102.0,7.8,6135,Big Hero 6,"['aftercreditsstinger', 'revenge', '3d']","['comedy', 'action', 'adventure']",en,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",[],"['chriswilliams', 'donhall']",['Roy Conli'],[],['Tim Mertens'],aftercreditsstinger revenge 3d  chriswilliams donhall comedy action adventure
89,165000000,62.341073,471222889,108.0,7.1,4570,Wreck-It Ralph,"['duringcreditsstinger', 'aftercreditsstinger', 'bullying']","['comedy', 'adventure', 'family']",en,['Walt Disney Animation Studios'],[],['richmoore'],"['Clark Spencer', 'Monica Lago-Kaytis']",[],['William J. Caparella'],duringcreditsstinger aftercreditsstinger bullying  richmoore comedy adventure family
90,165000000,47.323228,305875730,100.0,6.4,1474,The Polar Express,"['christmas', 'faith', 'santaclaus']","['adventure', 'family', 'fantasy']",en,"['Golden Mean', 'Playtone', 'ImageMovers']",[],['robertzemeckis'],"['Robert Zemeckis', 'Steve Starkey', 'Gary Goetzman', 'William Teitler']",[],"['R. Orlando Duenas', ""Jeremiah O'Driscoll""]",christmas faith santaclaus  robertzemeckis adventure family fantasy
91,165000000,48.775723,389681935,120.0,4.9,2491,Independence Day: Resurgence,"['alieninvasion', 'alternatehistory']","['action', 'adventure', 'sciencefiction']",en,"['Twentieth Century Fox Film Corporation', 'Centropolis Entertainment', 'TSG Entertainment', 'Stereo D']",[],['rolandemmerich'],"['Dean Devlin', 'Roland Emmerich', 'Harald Kloser']",[],['Adam Wolfe'],alieninvasion alternatehistory  rolandemmerich action adventure sciencefiction
92,165000000,67.263269,494878759,98.0,7.5,4227,How to Train Your Dragon,"['friendship', 'island', 'battle']","['adventure', 'family', 'fantasy']",en,"['DreamWorks Animation', 'Vertigo Entertainment', 'Mad Hatter Entertainment']",[],"['chrissanders', 'deandeblois']",['Bonnie Arnold'],[],"['Darren T. Holmes', 'Maryann Brandon']",friendship island battle  chrissanders deandeblois adventure family fantasy
93,200000000,69.405188,435000000,109.0,5.9,2143,Terminator 3: Rise of the Machines,"['dystopia', 'savingtheworld', 'artificialintelligence']","['thriller', 'action', 'sciencefiction']",en,"['Columbia Pictures', 'Intermedia Films', 'Warner Bros.', 'C-2 Pictures', 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'Mostow/Lieberman Productions']",[],['jonathanmostow'],"['Matthias Deyle', 'Andrew G. Vajna', 'Mario Kassar', 'Colin Wilson', 'Joel B. Michaels', 'Hal Lieberman']",[],"['Nicolas De Toth', 'Neil Travis']",dystopia savingtheworld artificialintelligence  jonathanmostow thriller action sciencefiction
94,170000000,481.098624,773328629,121.0,7.9,9742,Guardians of the Galaxy,"['duringcreditsstinger', 'aftercreditsstinger', 'marvelcomic']","['action', 'adventure', 'sciencefiction']",en,"['Marvel Studios', 'Moving Picture Company (MPC)', 'Bulletproof Cupid', 'Revolution Sun Studios']",[],['jamesgunn'],['Kevin Feige'],[],"['Craig Wood', 'Fred Raskin', 'Hughes Winborne']",duringcreditsstinger aftercreditsstinger marvelcomic  jamesgunn action adventure sciencefiction
95,165000000,724.247784,675120017,169.0,8.1,10867,Interstellar,"['dystopia', 'fathersonrelationship', 'rescue']","['drama', 'adventure', 'sciencefiction']",en,"['Paramount Pictures', 'Legendary Pictures', 'Warner Bros.', 'Syncopy', 'Lynda Obst Productions']",[],['christophernolan'],"['Christopher Nolan', 'Emma Thomas', 'Lynda Obst']","['Christopher Nolan', 'Jonathan Nolan']",['Lee Smith'],dystopia fathersonrelationship rescue  christophernolan drama adventure sciencefiction
96,160000000,167.58371,825532764,148.0,8.1,13752,Inception,"['kidnapping', 'dream', 'heist']","['thriller', 'action', 'adventure']",en,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']",[],['christophernolan'],"['Christopher Nolan', 'Emma Thomas']",[],['Lee Smith'],kidnapping dream heist  christophernolan thriller action adventure
97,15000000,9.476999,77000000,120.0,6.5,143,シン・ゴジラ,"['monster', 'destruction', 'giantmonster']","['drama', 'action', 'adventure']",ja,"['Cine Bazar', 'Toho Pictures']",[],"['shinjihiguchi', 'hideakianno']","['Taichi Ueda', 'Yoshihiro Satô', 'Kazutoshi Wadakura', 'Masaya Shibusawa']",[],"['Atsuki Sato', 'Hideaki Anno']",monster destruction giantmonster  shinjihiguchi hideakianno drama action adventure
98,250000000,108.849621,1021103568,169.0,7.0,8297,The Hobbit: An Unexpected Journey,"['mountains', 'riddle', 'elves']","['action', 'adventure', 'fantasy']",en,"['WingNut Films', 'New Line Cinema', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)']",[],['peterjackson'],"['Zane Weiner', 'Fran Walsh', 'Peter Jackson', 'Carolynne Cunningham']",[],['Jabez Olssen'],mountains riddle elves  peterjackson action adventure fantasy
99,38000000,6.909942,207283925,106.0,6.6,3428,The Fast and the Furious,"['duringcreditsstinger', 'aftercreditsstinger', 'losangeles']","['thriller', 'action', 'crime']",en,"['Universal Pictures', 'Original Film', 'Ardustry Entertainment', 'Mediastream Film GmbH & Co. Productions KG']",[],['robcohen'],['Neal H. Moritz'],[],['Peter Honess'],duringcreditsstinger aftercreditsstinger losangeles  robcohen thriller action crime
100,150000000,60.269279,333932083,166.0,7.3,3292,The Curious Case of Benjamin Button,"['hospital', 'funeral', 'travel']","['drama', 'thriller', 'romance']",en,"['Paramount Pictures', 'Warner Bros.', 'Kennedy/Marshall Company, The']",[],['davidfincher'],"['Frank Marshall', 'Ceán Chaffin', 'Kathleen Kennedy']",[],"['Kirk Baxter', 'Angus Wall']",hospital funeral travel  davidfincher drama thriller romance
101,160000000,3.195174,353624124,132.0,7.1,5181,X-Men: First Class,"['superhero', 'basedoncomicbook', 'cia']","['action', 'adventure', 'sciencefiction']",en,"['Ingenious Film Partners', 'Ingenious Media', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Dune Entertainment', 'Dune Entertainment III', 'Marvel Entertainment', 'Bad Hat Harry Productions', 'Big Screen Productions']",[],['matthewvaughn'],"['Bryan Singer', 'Gregory Goodman', 'Simon Kinberg', 'Lauren Shuler Donner']","['Zack Stentz', 'Jane Goldman', 'Matthew Vaughn', 'Ashley Edward Miller']","['Lee Smith', 'Eddie Hamilton']",superhero basedoncomicbook cia  matthewvaughn action adventure sciencefiction
102,160000000,127.284427,653428261,137.0,6.6,3984,The Hunger Games: Mockingjay - Part 2,"['dystopia', '3d', 'basedonyoungadultnovel']","['action', 'adventure', 'sciencefiction']",en,"['Studio Babelsberg', 'Lionsgate', 'Color Force']",[],['francislawrence'],"['Jon Kilik', 'Nina Jacobson']",[],"['Mark Yoshikawa', 'Alan Edward Bell']",dystopia 3d basedonyoungadultnovel  francislawrence action adventure sciencefiction
103,150000000,35.580815,215283742,109.0,5.8,1470,The Sorcerer's Apprentice,"['aftercreditsstinger', 'love', 'magic']","['drama', 'comedy', 'action']",en,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films', 'Broken Road Productions', 'Junction Entertainment']",[],['jonturteltaub'],[],[],['Scott Chestnut'],aftercreditsstinger love magic  jonturteltaub drama comedy action
104,160000000,21.133748,181674817,99.0,5.5,583,Poseidon,"['daughter', 'escape', 'ship']","['drama', 'thriller', 'action']",en,"['Virtual Studios', 'Next Entertainment', 'Warner Bros.', 'Irwin Allen Productions', 'Radiant Productions', 'Synthesis Entertainment']",[],['wolfgangpetersen'],"['Duncan Henderson', 'Barbara Huber', 'Wolfgang Petersen', 'Jon Jashni', 'Kimberly Miller', 'Mike Fleiss', 'Todd Arnow', 'Chris Briggs', 'Akiva Goldsman']",[],['Peter Honess'],daughter escape ship  wolfgangpetersen drama thriller action
105,170000000,56.268916,299370084,113.0,6.5,1725,Alice Through the Looking Glass,"['basedonnovel', '3d', 'sequel']",['fantasy'],en,"['Walt Disney Pictures', 'Team Todd', 'Tim Burton Productions', 'Roth Films', 'Legend3D']",[],['jamesbobin'],"['Jennifer Todd', 'Joe Roth', 'Suzanne Todd', 'Tim Burton']",[],['Andrew Weisblum'],basedonnovel 3d sequel  jamesbobin fantasy
106,160000000,42.986467,798958165,93.0,6.0,2278,Shrek the Third,"['duringcreditsstinger', 'bestfriend', 'teacher']","['comedy', 'adventure', 'family']",en,"['DreamWorks SKG', 'DreamWorks Animation']",[],"['chrismiller', 'ramanhui']","['Aron Warner', 'Denise Nolan Cascino']",[],"['Joyce Arrastia', 'Michael Andrews']",duringcreditsstinger bestfriend teacher  chrismiller ramanhui comedy adventure family
107,160000000,63.148529,433677183,123.0,6.3,2268,Warcraft,"['magic', 'basedoncomicbook', 'chase']","['action', 'adventure', 'fantasy']",en,"['Universal Pictures', 'Atlas Entertainment', 'Legendary Pictures', 'Blizzard Entertainment']",[],['duncanjones'],"['Jon Jashni', 'Charles Roven', 'Tessa Ross', 'Alex Gartner', 'Thomas Tull']",[],['Paul Hirsch'],magic basedoncomicbook chase  duncanjones action adventure fantasy
